segment,delta0,theta0,alpha0,beta0,gamma0,TBR0,delta1,theta1,alpha1,beta1,gamma1,TBR1,delta2,theta2,alpha2,beta2,gamma2,TBR2,delta3,theta3,alpha3,beta3,gamma3,TBR3,Mean_TBR,label,file
37,0.2337923114393969,0.2961512516919603,0.32715686028574104,0.28140622916134295,0.43481656552504544,0.12835155391566377,0.9999999999999999,0.2148351752564036,0.10754985196454106,0.6147886884537311,0.2922350806579404,0.075325977418797,0.28124281945602125,0.2771119246662268,0.36681383544607854,0.30453480365081925,0.30196709399962757,0.22702047544162007,0.3021603853394754,0.4599388585257868,0.19546796729554092,0.27629144067788897,0.6935577519879877,0.12803761515604634,0.15863872064140122,NumStroop,NumStroop.csv
38,0.21234922318529384,0.47005390337463643,0.2695761543837996,0.10351947650970524,0.18826471023273977,0.48508315750179004,0.09663864711624824,0.06686784293061729,0.0909374016214377,0.9530111790033192,0.34295797812363177,3.89432553001591e-05,0.10233096589640403,0.1912414222045234,0.17115437359884864,0.7249663121131031,0.3790508835141479,0.07149221032247124,0.49956212483824597,0.8134749615345525,0.5157202478639694,0.34600178675125787,0.7059403328445759,0.1824297564358828,0.25456175533462244,NumStroop,NumStroop.csv
39,0.032477613624619706,0.12233211304512209,0.23041423247368906,0.14265562273340965,0.4452181483341153,0.09664872977260092,0.30096992213600443,0.31822798319189116,0.21872028506159658,0.2961241785905808,0.296826709009807,0.23707536058024278,0.08170092718517125,0.3078178285993777,0.09638217982038896,0.12806125317989503,0.13707232333423358,0.4929918568614064,0.09741595019382453,0.29752417802780057,0.23063909948081418,0.10933766323269827,0.7039815926047261,0.20024163897789887,0.26378851049589097,NumStroop,NumStroop.csv
40,0.1645432608418124,0.3464475406033319,0.15728961632217728,0.20839279286323853,0.37651001804035417,0.19817149650927968,0.40726750407956985,0.3188923542037341,0.3743766895474082,0.4058756293059561,0.2752920363647803,0.1797045110807496,0.10904844524183831,0.27753692007283465,0.18837819595184457,0.3082736264663642,0.22676827598301363,0.22502288217701713,0.4079584084225212,0.24418028270648226,0.20088565521252735,0.15206971507043215,0.4556913519176408,0.12045108943736604,0.17974698804519929,NumStroop,NumStroop.csv
41,0.03818021806300047,0.18877857268232648,0.2604106000245538,0.26908789549704365,0.6859004261709225,0.08438969475192806,0.15279388073622308,0.5627795285104311,0.16168623260168946,0.08840278998382384,0.5052676345813644,0.920467632520834,0.05624361983921685,0.29372658716446676,0.21144885087348708,0.10870179518838188,0.4588530308992696,0.5255042482339738,0.008398430653581174,0.04140707398586069,0.025915766867963787,0.12081222557280615,0.8424661125110515,0.024903908487639032,0.19924283102222756,NumStroop,NumStroop.csv
42,0.07836243974066891,0.0840924491842325,0.3898555421099256,0.12916944372320677,0.5496736754468663,0.07214891067951389,0.07699573932325743,0.04982733840161925,0.05500890104788794,0.3163891875510525,0.2523446979537742,0.03169494861590967,0.050325164305524986,0.11014863171023703,0.056360653727269686,0.20068867675143132,0.13448811691571982,0.1285639698987031,0.047869631557604556,0.015909930361279273,0.09018186272798993,0.0701612561648054,0.6489875430173316,0.015998742472066688,0.034570654159510786,NumStroop,NumStroop.csv
43,0.13512702822045286,0.05743918196577575,0.21148750016053525,0.16224240711914975,0.3107758990954249,0.039826420825123415,0.11770816309577618,0.14932298770656796,0.20919463366420762,0.2596059504638072,0.3023439429289068,0.12386898089097606,0.10658985368059853,0.22493928619815276,0.13855299640592586,0.27014259301102056,0.19455261715070565,0.2041185565301539,0.44072143117278906,0.1322306298293512,0.2724527880773986,0.15746683304147482,0.6041832517527919,0.0627418525077353,0.0873176772207429,NumStroop,NumStroop.csv
44,0.12852817860802057,0.04466748884332009,0.22570372141625825,0.08774646856695148,0.4871480628441277,0.0530777967312506,0.06367144905169136,0.07216934996531649,0.28822274384284596,0.38328793865066135,0.3065846060118138,0.037126872360996016,0.01510954462358897,0.09418516061100114,0.4697378884030206,0.1865040050954864,0.2786782645176656,0.11688783049219388,0.1352605254166466,0.03278453628391254,0.059147050732264284,0.09726098551277668,0.6877414648226203,0.024240889076489348,0.03675654353428402,NumStroop,NumStroop.csv
45,0.02402409393866832,0.017523683018928437,0.07260054604793433,0.1764900760808983,0.5304820683226195,0.010128186143539109,0.2045654774594706,0.09801390404031426,0.3449232126622938,0.2628556601039419,0.16482304122228947,0.08027229118745653,0.05802337375672538,0.09846962588438819,0.1463829800177606,0.2101736225722856,0.2586356972160127,0.1110852043501614,0.01310989766399775,0.004962054831421058,0.029470970720159702,0.08180621675637478,0.64706166728454,0.004162968825546086,0.015012032996557914,NumStroop,NumStroop.csv
46,0.05272151234245777,0.14003614666981104,0.10926474273948622,0.13005097304706004,0.7841614164309052,0.1198691969222205,0.10921021782882737,0.15527301529541818,0.3942670007913001,0.4465060326888499,0.3861303347584595,0.07487385428481819,0.04650043103104416,0.11351775724668911,0.2758724649612756,0.2399649583955551,0.46484196890715684,0.11465473720565844,0.04213016382409695,0.10970838703386647,0.04074586197166967,0.0738767134276899,1.0,0.10538505734753709,0.12443043531511845,NumStroop,NumStroop.csv
47,0.02375972010416066,0.010543452157317685,0.11456557559623808,0.2147027637927058,0.42504983351918496,0.0038800522486299354,0.09624077909074542,0.16585569490662622,0.4865167492229991,0.34907088369271744,0.24778812442265657,0.10440947892833344,0.029577780338885494,0.06456279080902984,0.22540333497520823,0.27912086183701,0.42292307019062375,0.05821005643351803,0.011639458942102214,0.0027016472409636966,0.02374491214449885,0.11352382559601099,0.5552192299674406,0.0012394559031424829,0.007963991862477395,NumStroop,NumStroop.csv
48,0.01180885889919978,0.011249037602131223,0.08810838412529282,0.1267425804278614,0.4867286611089069,0.009328723093541998,0.13374831032200404,0.23126976949319375,0.5384201113002507,0.2629240076175633,0.2189239481315371,0.18989998342716571,0.0371272067117794,0.1837746158702497,0.4414216537521975,0.16357965707345032,0.26370118081946525,0.24850565641856062,0.007566900325191085,0.00221978001345671,0.02241597161324412,0.08517567112771504,0.6662625554773453,0.0016410475554256424,0.04204962026785681,NumStroop,NumStroop.csv
49,0.07075921179303903,0.13711240782191358,0.496886733382835,0.12766072064120998,0.5241252118160916,0.11920419068959115,0.08803803187502,0.07361293241711683,0.6430065960083702,0.34974419796933787,0.23753427920750753,0.042997689360724636,0.015039211124078676,0.07783384711442486,0.25608352916829785,0.21105204171410902,0.3242231618995411,0.0880813898766356,0.06989373819654059,0.11262217339502224,0.13512643105778227,0.08097943654552978,0.5800393107516724,0.09958800500624289,0.11238686508124947,NumStroop,NumStroop.csv
50,0.025648063630978598,0.026131358899007497,0.22764987169592996,0.07400893690260009,0.45239803429822645,0.03616503779716082,0.023036138273430363,0.019159993664554405,0.20816109521220338,0.07772019331778923,0.19470898498976635,0.06145552783682241,0.014085149371199186,0.09740764569644009,0.14084675661997684,0.07259256442206496,0.2557737225826276,0.22799966411540684,0.08914634158712394,0.08038999196359088,0.13468223657498296,0.058908086797404904,0.5536060960803182,0.0943905437781258,0.10858635258285805,NumStroop,NumStroop.csv
51,0.04955968887444201,0.03154793540822688,0.017622823669231416,0.05067118351312301,0.6521817512966899,0.05724752945255016,0.19145085947530183,0.1795967740977638,0.1561241459479739,0.19575268385321834,0.13693223252472342,0.18749762630673272,0.07032329328028594,0.17990495006042162,0.24529540662099503,0.11073870893736062,0.128955018734347,0.3201921519593957,0.031184975779176238,0.008040864829609046,0.009366107385591472,0.027450166351330154,0.7738660178806939,0.019089510118812797,0.07526666244682684,NumStroop,NumStroop.csv
52,0.0061527805987669024,0.07966990836829876,0.09787111192734263,0.0901253888822716,0.4144655624516961,0.09206900669088548,0.07614449994796917,0.05377183150065945,0.022827290450291953,0.2780027854869209,0.12097270616813034,0.04094984187228155,0.023162080163738667,0.05406494533199421,0.12402627905581876,0.09821204239887671,0.147515410777191,0.1084519234945969,0.004513702882088185,0.01632001933351238,0.010588756269608117,0.04906451259444948,0.5507812466896339,0.02284021821865121,0.0434669247325465,NumStroop,NumStroop.csv
53,0.046394972172483284,0.029724803659317213,0.07968296279869651,0.06577625257540541,0.5045030574328513,0.04484903197306011,0.29686461576995155,0.09316745272893132,0.05283521527646111,0.2845657635147505,0.23598956658227216,0.07034649842440412,0.08984664678407848,0.09299226525262144,0.12367359307018741,0.17084461184840782,0.25914631303828517,0.12350235836366613,0.02093289874533989,0.00651645324544768,0.012744440230878026,0.03334244033978945,0.6397924563230394,0.013420809029162376,0.03060660977747371,NumStroop,NumStroop.csv
54,0.08564926489761729,0.01639996086094869,0.379097479945765,0.10156149278486111,0.40694607968639246,0.017411671344456932,0.10475632325128087,0.03128079709979183,0.06651499597275967,0.19187878166431713,0.17666760619775668,0.03851617408116258,0.04641005020210584,0.06505932679058987,0.1861210840019786,0.12303772198312496,0.18631996408999424,0.1111875002860666,0.025566532847996853,0.006395313477550266,0.07401681072670942,0.039294965953271574,0.49107358464766965,0.011409698112625417,0.01766522901929459,NumStroop,NumStroop.csv
55,0.021476555239997492,0.022596724901038145,0.18051519033931318,0.12874759035274028,0.48000267339927105,0.018996947882498436,0.03619292126524707,0.1029969211610677,0.13558539650435647,0.17879189446677626,0.2792293215346038,0.11856922522712307,0.010947645762985592,0.06347027697714772,0.1102672188981211,0.14499335475842703,0.2317689798221791,0.09660953912798985,0.012166927583144072,0.015047432786324701,0.027475934451914284,0.05968179475157037,0.6273473326679194,0.017641516358036877,0.03135342232107664,NumStroop,NumStroop.csv
56,0.027082904919894676,0.23086936513791653,0.3591544973033217,0.12213367729607151,0.3356135455324646,0.2085919718799114,0.17666263450063868,0.06799446803319782,0.6864599159670309,0.1187702276740592,0.13453403483082937,0.11127149311846019,0.03879038254479853,0.08156761506184575,0.8671149129506668,0.11410192046962764,0.19307492919177194,0.14536751515860316,0.04307264267527904,0.1539196519485572,0.08509909873345414,0.11767840336820178,0.3734834644870708,0.09648746367929316,0.14403391451590547,NumStroop,NumStroop.csv
57,0.021128476683755615,0.04829523427633146,0.23292914691193556,0.18758661590135803,0.7277112830421828,0.02884870292485273,0.08995765841913599,0.028383678903857887,0.4771999056636201,0.1506375078758165,0.17948094556795507,0.04614935851944628,0.031490140100181536,0.03119201181693091,0.3583598285096173,0.2091254437222877,0.21292206221092524,0.03720699390573422,0.015521007267828141,0.007610424596114869,0.060690333760334746,0.09070790538503634,0.6141338011376155,0.005781942529928375,0.007670431952279531,NumStroop,NumStroop.csv
58,0.04225927769198723,0.07009642744584342,0.21331258387209778,0.05676370679863371,0.7721241080845004,0.11409868546068808,0.06706356274974384,0.10017894491598295,0.14721740813279363,0.2035653042789131,0.3224387585343125,0.10374236406829135,0.02538288942213196,0.11268842567840913,0.16721109828015926,0.20650527487448694,0.3466101984706508,0.12852064097223356,0.009640797181158057,0.007807967508206282,0.02563803052518057,0.03632322915424366,0.9895789444750676,0.01471111574400355,0.05130246091597748,NumStroop,NumStroop.csv
59,0.027627109138949033,0.015159989965199131,0.3067175264263745,0.1539170837490095,0.6905441632507221,0.010181073528230996,0.12185999155673814,0.1910196146359123,0.19748017489124062,0.21360989524968546,0.2977903774774563,0.18603234120827566,0.002984642349557722,0.0685641744162508,0.19367304762988313,0.15706818618476123,0.29549447468312856,0.09804601033601418,0.005908873021675645,0.003250130653693054,0.041152777845066615,0.07895174005617167,0.8467043883969996,0.0027931715692249377,0.02522333642059122,NumStroop,NumStroop.csv
60,0.016447927705102564,0.038252497736972355,0.14773036572516063,0.09866561778565115,0.6131883371217248,0.041303989943871966,0.03784049906571714,0.07216385079085019,0.17427082533528213,0.12334206785598634,0.22999687543624814,0.1139799487845202,0.006083610623748079,0.05308105566895767,0.20369588462806312,0.10605686232291431,0.42623721949720744,0.10139137808885332,0.006045867683818468,0.003826310859093184,0.01599802454258791,0.04850667612490797,0.8282838118530023,0.005820911881742885,0.026126654032759787,NumStroop,NumStroop.csv
61,0.018987145671898492,0.040360820951314116,0.07928551854628507,0.08089911260683567,0.7348326529305274,0.05129828075643788,0.12617859798373623,0.08346660454209914,0.024054360038126398,0.27976607219206273,0.402482330816995,0.06397327985014503,0.01035570642487246,0.06556543963220536,0.06548003335176594,0.1878648643928287,0.45368160924458495,0.08188029640837703,0.009782078308703368,0.007625701955960159,0.005858979550863537,0.04763427579235548,0.8891551638237476,0.011258563374845027,0.024540023436946133,NumStroop,NumStroop.csv
62,0.12179736451058136,0.07184035642982949,0.2430832961196315,0.0996176862185053,0.3319335550047631,0.07665883564061798,0.0930352350713903,0.06203275645792555,0.24209361484462238,0.40428651026116846,0.22478721147787445,0.028387297903650396,0.03209070050469047,0.06042923882338899,0.2971952086425633,0.3285611147971015,0.24720581664474128,0.0473089726960489,0.047181291997313704,0.010718604188675688,0.02692427498801657,0.05349459288215229,0.369023821503848,0.014010049329417556,0.02399184624198402,NumStroop,NumStroop.csv
63,0.029207919413685,0.04402038542544273,0.02915205691954137,0.159243050910925,0.5334975791639577,0.030766321147691986,0.1930407357653972,0.011435311835278232,0.02397044275931025,0.16455967358488574,0.5424814072295863,0.02304714252627392,0.06453374705642886,0.03944352012574974,0.06776851874677145,0.13198189647928166,0.4230219433575267,0.06607372084123278,0.01531824852284688,0.004448494835787248,0.010806137013953004,0.07434732812722218,0.6947035129006189,0.004172308291644259,0.007264320419015525,NumStroop,NumStroop.csv
64,0.018474932295900994,0.04881969994009352,0.23242158299599264,0.12198890253005552,0.4454466724567182,0.04381601621218396,0.18572498911570895,0.03168926287856247,0.03529844423989999,0.39803722797010066,0.23218699701724244,0.01092472565998305,0.06040733722122294,0.04122018889194227,0.08144060422443909,0.20334940540066904,0.28262548240052526,0.049404069351633974,0.010402500383168702,0.009711902158900576,0.041805417926410245,0.06310096278993,0.5844268996411066,0.010853966754042316,0.012338882834250678,NumStroop,NumStroop.csv
65,0.011199998389008887,0.08692488467469942,0.2935078812041105,0.15598381881485474,0.23912990132686546,0.06316177536945669,0.07002655568310308,0.023370003128779647,0.21247068000734914,0.3161438338180462,0.1591865395610632,0.012752096213034726,0.017533195733976333,0.06419705982516165,0.3012862868043135,0.2325081841446618,0.0876058759839818,0.06755237373100685,0.05480097875133282,0.03334694953656241,0.08727015865142142,0.08406433962220612,0.26104812090997,0.02834462559774941,0.03370586158136812,NumStroop,NumStroop.csv
66,0.02720105448302338,0.08012442625025702,0.07470681976651829,0.10051619173040034,0.562572320294052,0.08484112492624363,0.1207351144189563,0.12493464059264062,0.16530242801595973,0.18696629971017872,0.5047513180305967,0.13720917607774222,0.03092905643895184,0.1274137175017565,0.3267672621415945,0.18568306563698866,0.5183094152859592,0.15752527066866395,0.013251429124398797,0.016377531265621945,0.0045322860768498095,0.06079114181384403,0.7587124522215797,0.018856607266299986,0.055961075817752046,NumStroop,NumStroop.csv
67,0.005346688721915745,0.05826426623251913,0.10159216254303241,0.14601035517513214,0.4244620606132345,0.04458116427025743,0.08076781135063073,0.09429852685452411,0.11596998589121858,0.25219157997510966,0.30834595163158846,0.08042813035583221,0.017666078181880884,0.1487294619357961,0.1534131425827018,0.16339364576292056,0.33857245809846037,0.20201294373267484,0.0013037109625358577,0.0067120557731188205,0.014687420731814518,0.07411753547956733,0.5495268032467311,0.006357374091376084,0.03491831252822555,NumStroop,NumStroop.csv
68,0.013248209996701385,0.07391916515654723,0.14972705993774113,0.13198427629523557,0.37447014592633693,0.06216249631153774,0.11034510930860351,0.008376435036783418,0.08814136557880783,0.22273645913751947,0.3059457645538635,0.010877044617293156,0.039660651319162965,0.0379746936467683,0.1645821165829546,0.12614870529984124,0.2678439788045013,0.06588642749276877,0.006237745591626642,0.022623697477716653,0.015257092675242234,0.06389241484383967,0.43370658877275886,0.02481878031993384,0.030073180126671796,NumStroop,NumStroop.csv
69,0.00492782681866746,0.0830412614431686,0.25182699156055455,0.08944946024066562,0.16167127974603013,0.09650455357792208,0.07087258179915808,0.13521881748759898,0.1603079086419368,0.35464818105972973,0.0635379341080977,0.08266327475888803,0.0701492669162574,0.1381047123246449,0.29629381632499263,0.26656847266923545,0.0983108967940909,0.12742732884820526,0.0009747221748222974,0.017725437177410035,0.025418651532559514,0.05173099877891567,0.18910878508773332,0.02362221249744097,0.0523784658895176,NumStroop,NumStroop.csv
70,0.02741893229173916,0.10444042794867962,0.05075132489274837,0.14498380367401661,0.2942264589778663,0.0812167892462515,0.05407092362515867,0.027749276001946876,0.053299873054677774,0.18113595001281632,0.19988887508351944,0.03733565727424604,0.019528209660183343,0.04082868092954357,0.07549442442188235,0.10771892503616398,0.1733991477996515,0.07854652916330451,0.00997481048356309,0.022374672732128658,0.006154735876003162,0.058506673177817894,0.3572999349397103,0.026603892756154723,0.04039898679584245,NumStroop,NumStroop.csv
71,0.011493868028502259,0.0877277327161384,0.11562597200543753,0.13276192633411996,0.2486337116565594,0.07352822189141234,0.09867104826970047,0.415042046309812,0.3523122990068427,0.18338109045844378,0.10691746804536444,0.44529790494992716,0.02198488248072538,0.46315609983838113,0.44158842864553755,0.08004801514520443,0.07115165041466269,0.9967434617191306,0.006187140635562614,0.01157233862667849,0.01744694527322714,0.06270390976626854,0.33228061555386873,0.012986292694230347,0.18376665345320625,NumStroop,NumStroop.csv
72,0.030727506200680234,0.20138945735139638,0.0930943525593114,0.12786033347237113,0.3987687343649019,0.17513043878643106,0.3443700641910411,0.10306273456599283,0.35951953817844373,0.15765884451737058,0.23009022582256078,0.1307673939014146,0.13377159614534231,0.09623757483288252,0.31663041195718994,0.08767003709030088,0.1928791597539513,0.2018263858186299,0.01289752210516026,0.028526791429495994,0.015599621551533736,0.0706968491282548,0.4444547274316139,0.028490446556439904,0.08800644776592982,NumStroop,NumStroop.csv
73,0.015030571797371745,0.019272858088471893,0.07603913031465744,0.1550592953854872,0.43219133734941884,0.013150122279429511,0.15360900802253943,0.37658572443383986,0.3787596827201354,0.11818052990761216,0.3939042915617914,0.5348975476264802,0.061522424562887236,0.2456872593600855,0.3991743292337583,0.06236165102895237,0.3248873661711691,0.6106767561773921,0.0035364409789513662,0.0018416659507976627,0.01771838099113928,0.07130717248171206,0.5170062255811108,0.001798819285295145,0.12719567927817027,NumStroop,NumStroop.csv
74,0.03977502388932036,0.22785427643194733,0.18356654356005267,0.10430006624340264,0.6648333794123666,0.2338314814799092,0.06227945404601824,0.2394034597069675,0.5454562814604199,0.1978408665853658,0.09059050007760598,0.24598244797855537,0.01737126780636468,0.2407961906514433,0.5837384826254441,0.09635358938094118,0.16962627272685293,0.46654128512671406,0.012336241609926538,0.04245430888294226,0.031931832800187646,0.055362240944462335,0.8511833779379421,0.05276467840020116,0.1661479061697485,NumStroop,NumStroop.csv
75,0.050596823197794585,0.12342699543227287,0.07029947672868296,0.17174654171109727,0.3065537806833351,0.0827768470582976,0.3140314418399909,0.08220683227593358,0.059741914791404005,0.11308618242967772,0.31650384819643246,0.13498308432336129,0.07427037952495895,0.039204834144224154,0.13306600742634578,0.07861325108282124,0.26889317788313316,0.09225259551481886,0.02008692539727548,0.029225681134560665,0.0055587182408831995,0.08209184153609973,0.4296263822596739,0.025379266573640816,0.05318471909821905,NumStroop,NumStroop.csv
76,0.0495842985157641,0.1378419987589431,0.026291186117873074,0.10980972445478397,0.7300101820152094,0.13574923901184358,0.36788422056718006,0.11957159708294629,0.2593361639797237,0.24458312659373646,0.3437429272660539,0.1047490713301138,0.11844702086419642,0.08528562163730219,0.10969697566683434,0.23306265880145066,0.44096360084661884,0.08880192932329535,0.013380925563353472,0.03780441790398322,0.002781415500089064,0.058446793757783264,0.9325315961989198,0.0448233660864772,0.07704964879946143,NumStroop,NumStroop.csv
77,0.05729178552221234,0.0867572799239102,0.10795688514099874,0.08973880118463863,0.43847695890742944,0.10053468533102515,0.1461052627986926,0.08102811672792676,0.08239861895310056,0.13936532331373788,0.5635996805018719,0.11546868619133072,0.049682775813309064,0.10002021788808398,0.047385388866066705,0.01601957840082041,0.3698625286518084,0.41387941197520034,0.02007783706508443,0.016606040331197572,0.02342791431719174,0.04121487704122383,0.6227204778524982,0.02704641013992472,0.09350345343377132,NumStroop,NumStroop.csv
78,0.007366474553995401,0.06247883811256957,0.2849845621412792,0.11551681035438847,0.41465889840795245,0.05890427487903557,0.005865072446992616,0.11449707355756511,0.23629117482323495,0.10746219379125588,0.0865923806247461,0.18602906661226232,0.008126191057128347,0.10113426312927741,0.21019038097985182,0.0390315175653793,0.15379289708095273,0.3187946203507887,0.002161316601995991,0.016626979448177898,0.04425811010935387,0.05797396772261283,0.508279156286275,0.020000062750774383,0.07605607131602451,NumStroop,NumStroop.csv
79,0.07589905610646482,0.03181172079632378,0.041786854186978035,0.1351588538421671,0.37336606452457677,0.025760912844619184,0.07556141468680107,0.14218676580705195,0.4602139118880884,0.19565984480827883,0.13518148641785344,0.14975344116974235,0.05639321807829215,0.1223511410848158,0.2729916315196891,0.17777081096152572,0.2143068719790962,0.15655024049249303,0.026818402582610614,0.003724222709572844,0.009666609303238783,0.07652208552488526,0.6671652733277934,0.003355083000836861,0.03145644108515387,NumStroop,NumStroop.csv
80,0.054249549358064836,0.039270804734208284,0.09495979408762248,0.0957569440473693,0.4139054577951932,0.04348415714542929,0.1683445306940416,0.04619584483993229,0.3067415333743958,0.2217574030854337,0.380931540271774,0.04611227509876219,0.045899442308113866,0.11938420653591306,0.31021051609422545,0.1362881218146248,0.4005360452066095,0.1859358188143168,0.017359069326300023,0.012062848829072884,0.010274072930010333,0.04948893599947769,0.40876277263832567,0.016884598908842068,0.037571237218333046,NumStroop,NumStroop.csv
81,0.04379213526638864,0.057821359519123004,0.10738634217591052,0.06025360128657126,0.42508805192966237,0.09076721135695291,0.01253046608727441,0.15323391994032823,0.09300035219599317,0.21978327703535058,0.22372950923184665,0.14657391651849114,0.020910971537350928,0.11999846467929517,0.2177015354105068,0.10428294412975761,0.1994036708639395,0.22413496322519968,0.017343782101341677,0.005155513395552132,0.021391107497561856,0.03629709342673927,0.5337543183644119,0.010083258859570432,0.058684582591775475,NumStroop,NumStroop.csv
82,0.05147800936085087,0.04316974472222477,0.093278265982473,0.14056108146930882,0.1979151633517876,0.03396725762247146,0.12094961976821343,0.09801854482845157,0.3355743508174843,0.22995826730433136,0.2572336284890154,0.09116616363102735,0.03013099253751084,0.0471899160091575,0.2755918926944179,0.18503100068936695,0.16744199508951552,0.06055150470696132,0.017722764431676686,0.005112894550035655,0.021164313113490214,0.06891613502904428,0.27270648307157597,0.005241392665221635,0.016517151341287215,NumStroop,NumStroop.csv
83,0.01817123341643772,0.011392726165676648,0.17456196216332728,0.11514919199282679,0.2607245283430846,0.010587627590632753,0.12123147587832427,0.08799019787161665,0.037109771304343356,0.2813533578087246,0.17157691395086083,0.06712870192915597,0.06755101260212645,0.10565258037074779,0.08099650334064998,0.21034341730091288,0.21039623264188861,0.11891265594114458,0.0157923955849364,0.001931540228520241,0.02937017733279805,0.06275632947968805,0.3225902794981599,0.0022844401646158873,0.012826163480078076,NumStroop,NumStroop.csv
84,0.046253063844086964,0.08609336106563506,0.23975228141035856,0.05563154284910021,0.1772372151357231,0.14140470182626996,0.01734663946530172,0.165793203491655,0.2208286364287739,0.20081316310122735,0.7570471325838297,0.17013694104980717,0.018448276335240023,0.1233854353156791,0.3188175201417671,0.07952329081231813,0.39799637143323807,0.2721046980083978,0.01669488296385747,0.010440334505615398,0.03803829223687536,0.02206662151508459,0.19784597971383083,0.028663366293711794,0.09385087597152134,NumStroop,NumStroop.csv
85,0.026385726871737982,0.015821629193920564,0.03915249309124369,0.08698394538014564,0.45072667587685633,0.019489589578445016,0.020344303733270976,0.3260324929192897,0.19889807989406663,0.07530797865312938,0.3196631119049193,0.5871847559082312,0.011374262122251589,0.2569270844177239,0.24765558435618995,0.05296987396117968,0.2942252669823791,0.692296415538288,0.012641525644475205,0.007557811260374185,0.002557360983421125,0.04699233654933052,0.5339097545413253,0.01130664413940403,0.15251081088236929,NumStroop,NumStroop.csv
86,0.047033504073292765,0.03269968566433675,0.05264652606389232,0.0632472147613244,0.5107719878356884,0.050588681503259056,0.15497911750084453,0.07525242080528445,0.07682741655639819,0.12492233455543242,0.5228437589178843,0.11708183027395525,0.056308351022283674,0.05952345026549641,0.03235435038719796,0.11593683441294003,0.4315400137929894,0.10642988534852368,0.03731226998215976,0.01475949102420956,0.010223075207105461,0.0402201658807784,0.6030726847492098,0.024641666689895876,0.04508045578980231,NumStroop,NumStroop.csv
87,0.10921708766878241,0.0517347081295247,0.4882209045012443,0.17719444675665932,0.23136341843037567,0.0328191241258525,0.047795031497104894,0.087732486357527,0.14287470072484296,0.2309094074298879,0.25781727282407313,0.08153539315862925,0.026492734224246375,0.0432085962864747,0.12441774073531503,0.11816506137179639,0.2864375703111668,0.07773918090923616,0.09782546776481497,0.1074108828724216,0.13736582748490342,0.13017141575312546,0.47715993174202503,0.061031386002456965,0.06448203442101517,NumStroop,NumStroop.csv
88,0.059314482141793023,0.09333614712831041,0.0692116197864375,0.10977812153298362,0.32144383580974745,0.09192429549098383,0.3695994162927834,0.10772567063973523,0.09245672965614518,0.27222570084738507,0.3133139203597886,0.08531482612489417,0.1463321651780067,0.09706001420443827,0.2190625656427689,0.21102909764131889,0.32402711406838,0.10917850756995998,0.03947166452542105,0.0487349947212876,0.03644736633435502,0.058720338990781606,0.4532014239303241,0.05747578277733794,0.07834120766716784,NumStroop,NumStroop.csv
89,0.0336431084871074,0.060706387373247954,0.1702589633005509,0.16120605124503187,0.2729596659931385,0.0424213927924661,0.034817534643848166,0.07229294766642914,0.12308385306790133,0.3503512049059315,0.4192714604560116,0.04202621693538869,0.020723251634326274,0.11487414392743542,0.15376947084789822,0.3587399840402685,0.3917244580915307,0.08227873610858491,0.02114348290118015,0.014633062482140703,0.02426218893384011,0.09106049372213071,0.32132234974318846,0.011354729086319475,0.020078817747465838,NumStroop,NumStroop.csv
90,0.012938037864302912,0.10002476271393325,0.09951614946561319,0.1622992130631165,0.3685307520560221,0.07031463574909864,0.08014703074244148,0.33952097183582053,0.4853826871025868,0.32856561381604965,0.3969515418965045,0.23174326758335181,0.03021460993906033,0.2075422844342867,0.4178474609397482,0.19219662951057687,0.3499410228581165,0.2478696366628975,0.005457038653667512,0.020145831872979705,0.01926223174493977,0.07283020771380033,0.497423068384835,0.01955670091544111,0.0754527915464787,NumStroop,NumStroop.csv
91,0.023839259608787616,0.14392790556886428,0.05235281780900898,0.1623019776092959,0.5181468341114754,0.10175816860145301,0.05254903060424283,0.6742158050608276,0.18866294154733734,0.20750918427526546,0.48712344782500727,0.6598095569337464,0.044890149751131085,0.5306184760311657,0.1484129037096759,0.24612884286422837,0.5782638913053089,0.5170475578108823,0.0070207619959423515,0.017418323137199945,0.009830009430730837,0.08439349892050715,0.6723638767951623,0.014641935266487556,0.16154364933021365,NumStroop,NumStroop.csv
92,0.012289461258986471,0.028466358174566275,0.0387082397804947,0.17432734146501272,0.49426965969124437,0.017661516495821268,0.005354978689798632,0.17771161948789843,0.15444235042473378,0.3717740930982585,0.44533637490907496,0.10549373682761262,0.005518985589152979,0.11668953037963802,0.1840587026311981,0.2896559260740592,0.539411123102919,0.10063130156259432,0.005156254943861732,0.008664909204514109,0.004759508852137516,0.08813236279619228,0.6704049305094627,0.006838750541053244,0.020765619721105216,NumStroop,NumStroop.csv
93,0.02947985325109654,0.0717231168951175,0.10341249771624424,0.08590335286724844,0.6064428646363189,0.08615137276545481,0.11152904456726875,0.16744786205869425,0.3920412925824898,0.33292067834938355,0.4598696973644144,0.11048125599154693,0.03404237751355722,0.10441454376455117,0.22034469979187468,0.22918224236643536,0.4719651284701278,0.10969049249513922,0.011465897355136569,0.013400674445237857,0.02723795896254632,0.0545823097562554,0.7490921402358511,0.01710088540957389,0.045927959065213145,NumStroop,NumStroop.csv
