segment,delta0,theta0,alpha0,beta0,gamma0,TBR0,delta1,theta1,alpha1,beta1,gamma1,TBR1,delta2,theta2,alpha2,beta2,gamma2,TBR2,delta3,theta3,alpha3,beta3,gamma3,TBR3,Mean_TBR,label,file
3,0.13976991935245914,0.03738344445109202,0.2631983453951171,0.0905169378633124,0.24180365788155017,0.043423517387774946,0.70285800607048,0.36414483955030796,0.15953588677472272,0.16948557306968984,0.20843061936356116,0.413372560952868,0.3493479340197187,0.18312735663493968,0.1712356053379827,0.05196380156134056,0.10196949839951745,0.5008521473333344,0.1011631127404452,0.027287729609676854,0.02813666203137185,0.055077464156681036,0.16818365270013064,0.03418738854258852,0.13365103928590344,EO,EO.csv
4,0.3467133669978872,0.1335001832027587,0.037100572263867274,0.06796726949301202,0.12034296565742446,0.18965795091780382,0.16732407444143915,0.21522117700366922,0.27561554905863067,0.06490130948971048,0.3850347674212503,0.42488684910592045,0.02777146913339831,0.2048956261372992,0.3659049494242703,0.05238805979852412,0.19165986912736382,0.5570383409592016,0.20020092942755544,0.07329566476399814,0.019664986554916324,0.03883924023559679,0.11280849220927171,0.12234984751474431,0.24804080359122582,EO,EO.csv
5,0.03880007930895968,0.1115400290277413,0.08438699126932449,0.04335103258032105,0.14248784852959162,0.21367158823112092,0.07020712080800438,0.22800254758376645,0.41767563305631683,0.2943752903878587,0.4263117192924266,0.16995327891942497,0.023488690983459168,0.11527970633842716,0.21197007133456994,0.13741923748869833,0.20644538695135622,0.17865117866742697,0.012298122273892542,0.027279416862389702,0.01670047061160272,0.025712402856059493,0.13148832447647107,0.06381417302393876,0.12840222143039498,EO,EO.csv
6,0.055591549798706424,0.09380822726404991,0.14803147399547345,0.07634987099943363,0.311447322078831,0.12292222457493661,0.08889925296649957,0.08323780933450055,0.27113597110802345,0.18139584537802608,0.712865096239863,0.09621410685625287,0.0191303852658409,0.07401821030744986,0.11897180711307795,0.14412235375337684,0.3343450227184844,0.11243099421407048,0.023286672141185037,0.02027667588937074,0.015208748122092726,0.03077143307060545,0.23339708803212939,0.04171684978451473,0.07335388971528503,EO,EO.csv
7,0.1389570943418152,0.3261785346893592,0.07481229819901367,0.03922911809057765,0.06996544993211813,0.6538155337028564,0.18083247226952628,0.1918656445909779,0.07470523972072836,0.18659475097948916,0.4085104481115226,0.20722391797327816,0.031807005028081745,0.0830628301655464,0.0255347113734569,0.11153740367186218,0.16614275233542264,0.15020037675146566,0.17978839104371333,0.19311078455973407,0.0520744175525182,0.031470956325892196,0.01671741956407813,0.3786340552183005,0.4920266349055218,EO,EO.csv
8,0.016794377142905798,0.06332897059397051,0.17199787987086804,0.03317884798733359,0.23373136016870277,0.1437171573406083,0.17211933510487934,0.29181173105486446,0.2686148663770157,0.18446898023576672,0.27624399803429855,0.3140036834175872,0.028822230124482193,0.11517563872938479,0.14556821260186947,0.1466862954660874,0.27119036074483077,0.1703149633805876,0.014579868192247939,0.01219540110734942,0.01935425340247135,0.01005742599705483,0.19682662189104788,0.05422930513801381,0.1217357736626029,EO,EO.csv
9,0.543484247957593,0.9650643408223422,0.9739075574198973,0.130697815776263,0.06011093820941542,0.826507959414165,0.5970606175376173,0.7148007150818123,0.25133292035368354,0.21127494034956942,0.0,0.690407476151728,0.014453675164210771,0.2059124300752723,0.27307837642030175,0.10462753259068094,0.04263626038572972,0.37945938335445717,0.6851946000369992,0.8556330994195704,0.5746873695656884,0.25206529382890747,0.30861353232097927,0.2613752993250643,0.5152546373807172,EO,EO.csv
10,0.23551385654215498,0.1774080163195741,0.471979537892525,0.06053736190113056,0.13833209270123736,0.2724212970019922,0.5349259539192239,0.12531088448485822,0.14388655922153054,0.13046161376034257,0.14670383821246036,0.17854440797904775,0.023636586161387467,0.04057542894999396,0.08535630927520912,0.07636486120125935,0.1597590261192091,0.09684063578843156,0.3082862600928378,0.19966298560407503,0.25213574943864536,0.09190246976846585,0.1931201405209798,0.1575236684064859,0.2121962660707108,EO,EO.csv
11,0.1294949115652469,0.29643142541983986,0.2356416617378815,0.013544849224014204,0.316729499203765,0.9483576845325434,0.06158751360752257,0.0662101391848994,0.18182744348557475,0.07854409488280531,0.3562928238875029,0.13998511846190287,0.018573346678227687,0.030564036681841544,0.16335425897960423,0.05872279758436899,0.25077418557752734,0.08652524939688887,0.10727904675968532,0.27809996168587,0.14265119061120288,0.038022148743447295,0.22072105590596425,0.4695483042784987,0.6172197687624312,EO,EO.csv
12,0.01929285690110322,0.025598364610173716,0.17266583727046908,0.05246912761060066,0.11863624955654127,0.04595771093221125,0.14180132477675994,0.11567343859615245,0.1747661249237811,0.25190718072948937,0.11579789108583165,0.098657015989536,0.07256825184341627,0.05285400719186494,0.10793944630212735,0.2146987915564571,0.13012116367276988,0.05984045110260664,0.011046147785016244,0.018265148868385518,0.028751887566187614,0.0385584183991798,0.05249194954344631,0.03138339562078872,0.04213839369493691,EO,EO.csv
13,0.17847483398206207,0.2666101205739879,0.10631661627704984,0.0876594106624701,0.12027049169803301,0.31295012542870176,0.014896608613726808,0.333871704031398,0.1935625667518596,0.3020827258408788,0.22037273114561934,0.24474270463788514,0.016303931847651786,0.12618103018080878,0.12770146987410735,0.22411665184623292,0.16748761295187842,0.1344703347189685,0.2815389269264718,0.23117173825746465,0.03744112627154306,0.024067753875045488,0.0359375096768242,0.5529073878754298,0.5692034798165676,EO,EO.csv
14,0.1470106599416565,0.17922436372512351,0.0543533709004604,0.030599968194227885,0.12064312837079909,0.413527920995423,0.04995554187760802,0.045975047222077015,0.13279659502557906,0.3674984669461655,0.2561884897363781,0.022630598931015412,0.012484185814902465,0.07522505853034812,0.19898766497366313,0.171030386395839,0.25313471953928457,0.10051136152485689,0.18712809960056648,0.29673082708145426,0.08390532290552924,0.029291278183165754,0.1087162413525831,0.6137129705012023,0.6115518010670123,EO,EO.csv
15,0.0054857775970982865,0.05583718685287733,0.08857161832786972,0.04485686131575682,0.26377075763636726,0.10676361218260805,0.05531298996645717,0.04167103641848523,0.1318936933139916,0.2710721219960178,0.24165156417172462,0.032514680342202125,0.025628072961131152,0.05862091888789839,0.10459939103165458,0.19208459424535845,0.1920114021651465,0.07226593256163351,0.007604047615496239,0.00475636895591249,0.017158032927416956,0.022738068837352913,0.1571548613957371,0.013935244507523386,0.033835075227531104,EO,EO.csv
16,0.043028966217078135,0.03778504063724845,0.33525311385683265,0.060499351824166686,0.23570287086031305,0.06000936497451992,0.18243900458972243,0.2754059915114425,0.27473700152037667,0.3089304257391323,0.3205861587693943,0.19747254622347174,0.06293405243726982,0.20226951129289877,0.2830754731499971,0.15679184656530512,0.28258833250170645,0.2818290618599693,0.029594990699684853,0.03354361624982099,0.1178550781796739,0.04249746917871673,0.12124147305089254,0.052431295229387345,0.10092968535442823,EO,EO.csv
17,0.10843437089881369,0.08677709206969546,0.16578230966902344,0.029368441062133214,0.3252241684919237,0.2076651030063924,0.16068415090864072,0.33631301203450514,0.0764574853422093,0.1480089525314522,0.29148324848077883,0.4182571461962983,0.038000432308620984,0.25510017650306177,0.09820496456609383,0.05332646384483912,0.29691561553415147,0.6852398876330172,0.07880428148293488,0.062155490021618146,0.056478708792967465,0.028014054143981646,0.2602423141428693,0.13421580434468683,0.27612479197881534,EO,EO.csv
18,0.0033917326752073386,0.09309208758845743,0.05135638063294863,0.031138244518271966,0.15033198629425643,0.2157449963913801,0.05753007349824739,0.37882500797529717,0.22619647099189336,0.13115421947426828,0.4365231995727239,0.5060158680341917,0.011419950921330215,0.24217695862454677,0.11633666587905273,0.13231237849476146,0.3157040859535218,0.38019611794523617,0.0013702273363544579,0.011949456425088217,0.008764561495440302,0.021520585560811625,0.1425536371750193,0.03308272487318541,0.16714587367562161,EO,EO.csv
19,0.05015452755012231,0.1673381732555658,0.38526835742338345,0.11734134262927572,0.13174843706058786,0.156141067908969,0.5934581366428867,0.1659484629441033,0.5146738438357995,0.10471547490463601,0.2626898762880545,0.26415929901273993,0.11513800795992495,0.10446626527659568,0.35178900643365074,0.10560672395972967,0.19657122647658537,0.19430587052769369,0.06545967921341844,0.13087661624381022,0.08687062707763914,0.04920945373269531,0.04417980953687174,0.1790820220498812,0.22718206081500164,EO,EO.csv
20,0.009286386375875305,0.06678139398906362,0.04630319165661699,0.06523615523904783,0.3071359625595242,0.09872995027007073,0.14535860281510776,0.3280268111700986,0.3649545435586569,0.13935272591452177,0.6875734844770585,0.42413828145995147,0.028795482398056238,0.30052420667011825,0.3439275043548329,0.11248843703414946,0.5421820561025515,0.5255565341110076,0.0031887411629745923,0.006971209557282561,0.008836587918957852,0.035823231669833366,0.2569191426858247,0.013411086824491951,0.13213080168506608,EO,EO.csv
21,0.00898390910102835,0.07314808526938425,0.045535007338447966,0.021111238835047865,0.2220554989925535,0.20525444441192714,0.21280234505541565,0.410912996438187,0.18850674883221366,0.379367535970896,0.4668773909494486,0.24853153656013202,0.05338529793968873,0.32855951372629333,0.1790393020818602,0.25863605580500093,0.2904049744895721,0.30820320297137355,0.002281368561560493,0.011383001489689529,0.01152932865173749,0.024191807491785854,0.14501438586803744,0.029006965460462688,0.12167643789483622,EO,EO.csv
22,0.019188108905684006,0.03451885399579639,0.06951960482035478,0.0695183867675991,0.09150177376408165,0.04962027051100791,0.08329417274791129,0.6291053204399769,0.38747586743814927,0.20590942573557883,0.43143408779558823,0.6193604861731512,0.03225953403379015,0.405158698772155,0.23911184800062024,0.12985890072737072,0.46049580113726357,0.6411061622957958,0.0040789323909692175,0.014069246310124267,0.001360851887651522,0.022829383040476273,0.15298441762213827,0.03693319357026595,0.1787393601379587,EO,EO.csv
23,0.006970992561651191,0.02951982887730438,0.006254308346058361,0.04305099597356539,0.10392983751634484,0.059889603744491704,0.07673131700619588,0.23773167290778716,0.26116358526335565,0.1907999658351255,0.5645135663037345,0.25093780788206266,0.02528515616111886,0.17669095882049426,0.2544172875929018,0.172445686044078,0.35827391121107344,0.22979387985981903,0.00018216227440169422,0.002581556059271484,0.0,0.026196120601427234,0.06479382386173853,0.007572727264288867,0.0632573537398554,EO,EO.csv
24,0.015373302505216326,0.07432296750244811,0.05257438200996621,0.032845540535519024,0.09566165750157381,0.16860636772345125,0.034318664346010254,0.460457944605719,0.2271987659117412,0.18446842112025488,0.3518716286445432,0.49119679060157284,0.020339021549747593,0.2064716203305877,0.13804580066228897,0.14292457677438916,0.1442840234022567,0.3075900236917896,0.003433062045977685,0.012869380794322448,0.009196735964704411,0.020000915176209926,0.043534193200567436,0.03734965127409792,0.15033634456490574,EO,EO.csv
25,0.04613005589891131,0.2710309949665787,0.1326759326552985,0.049624200819000805,0.15559479652781094,0.4723995092833664,0.05910080288712839,0.2753334792014812,0.42930097660243116,0.3217617107811106,0.2742487772924294,0.19052570633718555,0.030134992265279156,0.1711272637799805,0.16838961039372466,0.20052282169657448,0.13880966556559432,0.19825177157195775,0.09754545784206259,0.21159147525999156,0.09783975677186604,0.022595981130004866,0.16203674938600993,0.5294503675263637,0.5845213638055412,EO,EO.csv
26,0.0018568892023018819,0.05328977449761787,0.06426474312562024,0.03211602983855966,0.1778781771105986,0.12399112114348375,0.10909559588191245,0.03307558334455993,0.21956491401162784,0.24525526211177703,0.49418580688127045,0.02966210273342529,0.038801202759749784,0.03366262573989685,0.2415015812928642,0.1339420787682174,0.33700457608625406,0.05649100170279995,0.004021871241106911,0.024169567917889833,0.011881544985803738,0.021978380574922286,0.09318213643905511,0.06363078230571315,0.07757803226335486,EO,EO.csv
27,0.010702513625532435,0.035307299891287086,0.08930109179487294,0.05065286980910966,0.16409454546390545,0.06368281033811173,0.1470857711415785,0.18684552626468298,0.3952177780159112,0.2242938470635856,0.17495392802881476,0.1750922095091074,0.04410960202259569,0.19045654097122455,0.3179952924309847,0.0793450773695924,0.15606191771772066,0.41644212583007983,0.004938349552197643,0.009246879631849118,0.024657515348024923,0.02550934867430951,0.10424697776918145,0.022981830693795974,0.0896569126616986,EO,EO.csv
28,0.05918277270234372,0.04762777959901622,0.07616062252782738,0.08290997717856033,0.09673506961430654,0.05916574424151018,0.1628617667108371,0.2139113596309993,0.3177097451782403,0.27682561750744183,0.2917968094297115,0.16806123925573632,0.0454448691654516,0.14610590994695766,0.25360023476503707,0.14315663016807173,0.18339421526093796,0.21870272111250041,0.016127156213844092,0.008049415543506057,0.03294519896514256,0.03737154147269425,0.04316083508871717,0.014762531843018685,0.05782209929115438,EO,EO.csv
29,0.02758799823906303,0.029571917303254862,0.15732616256240614,0.07022240445974487,0.12068779236556092,0.04243913054487395,0.13612955613788597,0.13254017406814048,0.19882500898610933,0.12756158784112062,0.23730679942996458,0.19070155205550762,0.023333699495366667,0.13354631247954948,0.17381391632172769,0.08843404890215736,0.16245890380994593,0.2758909339035439,0.011026565563047997,0.011085792791206776,0.018998129736003982,0.03115410243250837,0.07093360527702795,0.02321630931092859,0.07080752420282392,EO,EO.csv
30,0.45686035312951884,0.3342695092288256,0.07396849215345004,0.04982505935784974,0.2531870081298601,0.5803339912407409,0.057603216848402736,0.16968715281407462,0.20471370442122708,0.28361429985679776,0.23071263790518387,0.1301501444642338,0.009918504408566899,0.09548307277453004,0.1154529744765457,0.2034416901226872,0.19964525707156877,0.11063315992405917,0.3638044169481535,0.18544958316483814,0.026815771261725838,0.0346484789820085,0.20197703702337289,0.3374491780485558,0.42719090954203653,EO,EO.csv
31,0.00230797488695418,0.036060946013427346,0.04810704876426434,0.02621881987473137,0.20300180824951342,0.09527541733898276,0.21567994809255223,0.2177190261619261,0.20215074002199804,0.21368257585118658,0.15922453713499374,0.2114128739013864,0.04367407976851885,0.09447892370252003,0.18717487622199616,0.053077985139320646,0.16161370526496516,0.2606128475793856,0.002312480402510135,0.006405453912416445,0.016710613367155604,0.026423867788855877,0.17046875799683142,0.016032537932652382,0.07685502372720038,EO,EO.csv
32,0.006639324448440332,0.00772977764139172,0.042433595528008614,0.11045653656333417,0.23791489621489015,0.007507170405343005,0.06893154142244617,0.2221135371041513,0.13601119955056898,0.12517794197302626,0.14109890403407815,0.3120512945475058,0.032985804170167686,0.13541816715661184,0.09185828209957282,0.06651074500003396,0.17440103290383419,0.3292218454965837,0.004149529080470684,0.0029871049057122578,0.016279234964195845,0.033225020032835714,0.16536874954882835,0.0068489909707544925,0.0703552422684687,EO,EO.csv
33,0.017969071752196843,0.2360311875040308,0.11793144117261042,0.11292660911038362,0.05101711910951777,0.22731047694406992,0.14465480434895855,0.23319833215623778,0.2606112414595018,0.20544791629395362,0.5069924422971136,0.23304927739633988,0.06742468431759305,0.2253779351523151,0.14813000411618013,0.0883397373802636,0.23236157095984467,0.46110924604484593,0.03609827227083942,0.15193101602949713,0.12394449421189138,0.05459672398060038,0.023143464497771632,0.1902480204644695,0.2793025376641496,EO,EO.csv
34,0.007178220509619937,0.034524028244664565,0.15765528825971528,0.052682526145662184,0.2617760748348473,0.0606980272903337,0.06084356506830625,0.11393145068305077,0.05685667246576545,0.09420980729824965,0.3239764299423174,0.1998863705398497,0.023321223512154744,0.045605787779142516,0.04617044667458865,0.039414017125321665,0.2494325723390901,0.1495954822415258,0.011144448897126796,0.01748543698783207,0.024650051533777393,0.017566038869889472,0.1737067780167173,0.054461270914665495,0.08770076355851554,EO,EO.csv
35,0.0,0.034137137299153984,0.0773909302677621,0.03100300015561554,0.2198213637985053,0.08308450210649197,0.04714006478564697,0.11232891288056165,0.08828756747007359,0.36063226998672027,0.256766496461527,0.0663848000359161,0.02058683744956357,0.16109296637880424,0.11729110704656293,0.15688681476784458,0.18024301863014447,0.22516959211035414,0.0017435630411599646,0.004305570387268097,0.017049975690622835,0.018742738851910523,0.14815283579136995,0.014829967949836733,0.05141129961962983,EO,EO.csv
36,0.034111106658454196,0.06402013496214694,0.015423169789869922,0.020758701591049065,0.18142769184293106,0.18193520578282663,0.11611646163539993,0.0,0.06034642535426474,0.12784426858178402,0.6959736108291508,0.016391949680266638,0.03895760111679421,0.022584577962592285,0.06270556055837267,0.08638904973835002,0.2931988327102301,0.053223775513733265,0.01162753952576411,0.007019974962180375,0.004711323620846041,0.016259280851601308,0.06186269863977613,0.02481660429327398,0.05512266388084851,EO,EO.csv
37,0.012595671521569209,0.059530358653125455,0.11331685759912674,0.016786322199991353,0.33062620980739127,0.18456963837185722,0.061884979286795164,0.08264644317977245,0.14059628686726963,0.22925378468881882,0.4222564555563668,0.07747655569614222,0.020974007818580005,0.06465045552280183,0.13817758161314772,0.1052307357778193,0.2563895965468282,0.12281929933411856,0.00922439156593719,0.022279496002773378,0.016798843102329153,0.015775746328579116,0.31458074483741794,0.07356390267071451,0.11263720258815933,EO,EO.csv
38,0.20619835076826362,0.36663448608083377,0.11962750821502852,0.05402428154065074,0.22036057561958117,0.6041476058256398,0.13031420049365428,0.13076478194866373,0.14344284388529538,0.19246248839899452,0.15885550640752305,0.14003906396751056,0.010079885822458307,0.09634246761368431,0.19048502186239274,0.14734251614395905,0.05359039212808313,0.14270604027585823,0.32113230197630427,0.23232502663065388,0.07431981810011583,0.009127479796336522,0.19483204769837686,1.0,0.9999999999999999,EO,EO.csv
39,0.06595587136443515,0.10388546512432181,0.08168898660530646,0.041839152257734574,0.20173659318649584,0.20359046175352344,0.16647425849307654,0.31789050931374463,0.30301295907616654,0.1963885697787374,0.3066317482413377,0.3264681645609193,0.04810952337940942,0.2884657352034957,0.25342676462184327,0.09385535346858592,0.17971400743250898,0.5668133975762013,0.0704042359387152,0.06672122273586033,0.029099291434037295,0.012623763063740263,0.15364383303124635,0.24464075903491947,0.3440654809178211,EO,EO.csv
40,0.07430004666999673,0.3234785833589311,0.06141344447238552,0.03212946494516809,0.261224088138119,0.723114678863359,0.060156402992734406,0.17226913337221275,0.16256801803494766,0.20566359991668623,0.3416448743666755,0.17330254947709214,0.01981543556213638,0.16836001982434926,0.19613963584753322,0.12582415722204218,0.3759878693173288,0.2752304278254674,0.0668698826266838,0.17141791632790554,0.03635428357287733,0.01763384239162043,0.17748027577941483,0.5078156357786232,0.6271297802914797,EO,EO.csv
41,0.26403377575949977,0.07046979595378945,0.06391889491213162,0.017564632967761926,0.1126356874005791,0.21316149953447389,0.1181594362153273,0.20407616804215786,0.18053076833905485,0.3265959848207908,0.09267982027366213,0.13817730677580303,0.03039680002770526,0.3741801776398245,0.16849057303527049,0.1252158770588351,0.1057963423173673,0.6075164783137124,0.4560008247939195,0.0748456145230052,0.029197833241327277,0.0204137237698545,0.070650552566812,0.20249282779928102,0.2921389959648111,EO,EO.csv
42,0.092376523951878,0.31547710211903485,0.5033147940051216,0.11924306593485202,0.16701910847576906,0.29080949681634427,0.0,0.1082405598270536,0.3477598076797961,0.36724106138833124,0.37647777002679594,0.062427186629992304,0.004165131000431503,0.0690262337306197,0.2164121558946505,0.12449377107894016,0.2735174664978823,0.1166944688730176,0.09324552203159135,0.24086429282545396,0.25456978726214513,0.04044585837088867,0.08381641012583939,0.38703913253930666,0.3992705014121808,EO,EO.csv
43,0.008967526626624932,0.06208599229225691,0.08108756599380607,0.02475427652106105,0.21090371508313843,0.16344024144413147,0.03922102352363086,0.06843438161284582,0.08390092390747549,0.19066675671161618,0.4300328949926684,0.07699773207567301,0.0,0.07743737747631144,0.0695944268012344,0.07116415656091205,0.21272369908683958,0.18496217295587802,0.008032425527435792,0.003558567819177927,0.018009364164198516,0.0023729885050568864,0.15075362726271957,0.032098426213679594,0.08003487532695923,EO,EO.csv
44,0.007028480998461671,0.03523109913917224,0.0832328810842123,0.10925524379677497,0.11728425225841922,0.034814671671620626,0.08560316739520071,0.17166027729828326,0.3396254211516289,0.11401378204713894,0.4860631242404284,0.25936093876570854,0.01293805578951971,0.15905093772165607,0.1849470977372967,0.03487872282977404,0.2359269372944749,0.5168112106693827,0.0031758898606960295,0.0072544606218926215,0.005176549448250935,0.043799689611457,0.06809909554064396,0.01161448031485286,0.09572037064519828,EO,EO.csv
45,0.013448679790856101,0.06694582078068681,0.06954293550226263,0.06250045366272455,0.233643844848815,0.10203536312164792,0.07957230948408013,0.057549886316453344,0.4765126842086522,0.23418698703418014,0.553284754302112,0.05347353143070928,0.019281876830268448,0.07950917110307584,0.32503969365361457,0.12332758494609297,0.3710348803742223,0.13451204235153236,0.004288431341792258,0.00659354667260242,0.027225386162804874,0.016632624931775194,0.19255951857903675,0.023138377901402534,0.05043098347277902,EO,EO.csv
46,0.03371127292777101,0.0757656055899931,0.05582670485898676,0.071399006876581,0.16247844213367324,0.10464551971953492,0.16618877554815223,0.5855036441284185,0.12478302966752912,0.266418602041646,0.22431620323581314,0.47649930509049254,0.03629234835931637,0.3432738634431162,0.13690956591341263,0.1449871650762869,0.10649240703787678,0.5032663628498892,0.0014767285969443033,0.005540878650637893,0.010212124806683091,0.03575101137538489,0.10072609446866669,0.01090414091463779,0.13506078100297797,EO,EO.csv
47,0.06779029872262195,0.20431019176809678,0.029608082844835217,0.05229175890626489,0.14441172896474735,0.34523546615599016,0.03836937597696513,0.2392406084710312,0.1486962988063635,0.10181705674018343,0.2495282769930573,0.377106367233486,0.005918728768424001,0.22642838377222194,0.1373370577773545,0.0737545864590394,0.13231123482711615,0.5146710710280276,0.0503577410312985,0.05460674782790617,0.012776133397770522,0.026192315455097082,0.09614293091378158,0.12419876403274684,0.2724414863721272,EO,EO.csv
48,0.19038261471763282,0.1746657703142968,0.13268155316566937,0.09885076518155346,0.12416478543644073,0.18706389548368701,0.14115009724318425,0.053782942985926716,0.4613297538964066,0.28190169501615403,0.24083303820413154,0.04024660521883082,0.04495898682698281,0.08134247180885434,0.3424990643585283,0.088863797755412,0.09714038899784604,0.17026283600626935,0.14891066690674698,0.09319700240289923,0.027489586107301785,0.02695772632845275,0.02198891697883111,0.2062649731792606,0.22687297260540212,EO,EO.csv
49,0.014800823354411862,0.03819549821852,0.09751540824010015,0.05772559424779544,0.18526086399938846,0.0627013028433289,0.10911602490374132,0.05721107069950283,0.47200592324091895,0.2657605271293345,0.5100544683512378,0.04609210646150928,0.028794916096486864,0.04403629598413507,0.421984042398185,0.14894009335877495,0.3620815197678317,0.06701825442303191,0.00324483943313743,0.0009929699394289955,0.006981307191700226,0.016951665256278472,0.19868382185897437,0.0059193264450663075,0.018558373385373465,EO,EO.csv
50,0.17257635682707165,0.042480824264784355,0.038749656593335235,0.040963755535639954,0.21079113698482593,0.08695273334254242,0.11172245231935186,0.0678097107643304,0.16547343844732074,0.1662560202397997,0.6547917849601944,0.08601669590522029,0.016006355550488724,0.1345015220269883,0.18015646956401116,0.0771276176404285,0.3949088042404953,0.3012159446569111,0.1832472351723013,0.050694833004252475,0.021047943508373676,0.014988101255771484,0.11956264168729923,0.16868609708813304,0.19416733741817144,EO,EO.csv
51,0.1549858194092814,0.18899271814163382,0.034810014304826165,0.0509337025752199,0.19363516581811369,0.325037465332404,0.040263112556716905,0.04051826949316985,0.17670776226328935,0.07985955327009,0.26566439315714013,0.09595219471013854,0.01183314722644851,0.09304131525530904,0.1784755846945729,0.038911024764098176,0.09470355334832124,0.2945897668677897,0.1609226937183406,0.04869421529597488,0.006272231867918128,0.014420740214139648,0.14338093528515733,0.1660220901349724,0.24373587502659705,EO,EO.csv
52,0.006326372069374822,0.07564712047163027,0.0631480500722217,0.046425544040432046,0.21041771380746954,0.14018319744510452,0.059421976632672804,0.22324554486561435,0.09770920786511371,0.08882153613447058,0.2126778096674362,0.37982494372762443,0.015647821724745572,0.1876208602697566,0.11467881289142631,0.03204416924986961,0.09264487210718915,0.6265700829577815,0.0023682668080550967,0.010380618054036025,0.004566194732003311,0.013634078498555934,0.13817848235509345,0.039390483355409886,0.16950764435300258,EO,EO.csv
53,0.1971162035990777,0.17483658288023055,0.1753274481240616,0.05459324742959239,0.19231136719527786,0.2877143401809093,0.13632918730052812,0.058458371356082076,0.2760114428514313,0.1730376838133458,0.33427638055890935,0.07292039403587058,0.05260802041928628,0.06309514918658214,0.3530299235868455,0.0637687675702184,0.21898611167285809,0.1615980565877523,0.1772386315328212,0.07482036397080138,0.04081654313838761,0.025069543388700617,0.09996785792444794,0.17504809168734747,0.2250562834938581,EO,EO.csv
54,0.04500551777759912,0.05410260999235423,0.12175146534044282,0.02969436430071252,0.12712990146126035,0.1310912570169988,0.04969106541506674,0.09018027407276842,0.2872218910202907,0.1423846775137485,0.4077642296208137,0.12495922750313468,0.04062097831897187,0.08454892407875773,0.3784024661930583,0.10785845455760862,0.3327514699898463,0.15622236261352487,0.03210854996051003,0.015851316788894215,0.018606288162319896,0.01871726200871553,0.08075772085184517,0.047557861720614006,0.08867790698534224,EO,EO.csv
55,0.02068852875351948,0.043352891891436554,0.1924936222449117,0.05500634704298624,0.120976462772191,0.07321665167620693,0.054872644771900646,0.08422955673529187,0.1459142490331567,0.19273657893740845,0.2884775326309337,0.09237343742869271,0.018538902498679868,0.038659572865594696,0.06333404155862235,0.12007987413688931,0.16313167095385228,0.06934412219912238,0.0009871412520268106,0.007173612794079359,0.025093584126851195,0.035192881696904973,0.09110734807319278,0.01398300801044607,0.033584797399552925,EO,EO.csv
56,0.02805887899813815,0.019195955049886193,0.06204193379922453,0.09009014178754382,0.04504351511694761,0.022733540152509626,0.08107873574951625,0.2321862264106294,0.058009002204222976,0.25715886557944834,0.47857947895502495,0.1942040185353471,0.020461384877692626,0.11813434963502324,0.05275569873758257,0.16133180840713893,0.27962441753901024,0.16277646058822817,0.01150574847748846,0.003028024871328204,0.0013229691476679155,0.04547417419488391,0.019607173428925553,0.005059129595711361,0.038389201607938274,EO,EO.csv
57,0.0356526692671381,0.11262354718059733,0.06841390102009569,0.026649708229199657,0.09011775208003615,0.28072519513277866,0.23516588234069066,0.14984002480445283,0.2535323044739471,0.23827838941009458,0.14547929243208335,0.13396893652404976,0.050969033238069325,0.08750557835540361,0.17968113019013138,0.18215425840857485,0.05543609850520141,0.11083890151963079,0.04872819195083776,0.03296360456876858,0.035508134097634134,0.02294174964658426,0.04517528815144557,0.08338640919866813,0.1472216403332664,EO,EO.csv
58,0.004964686612707583,0.053762726775057196,0.0477687730239725,0.019338718573998225,0.27506226078852664,0.15866410919074103,0.04796480460940224,0.21365862875785527,0.2894725895370169,0.06933611930742542,0.3432822475914227,0.4101662615803908,0.019033987039307747,0.1614977705630948,0.19009772751179,0.05499880302750054,0.1829057143148225,0.43095122465472196,0.004577821112708139,0.012093921303759076,0.014218030503602663,0.016309267199258768,0.200825986618349,0.0404780916947322,0.15534063643136087,EO,EO.csv
59,0.02571974779257573,0.03835614911412199,0.10073735066554093,0.05312391603878555,0.20233582581539594,0.06670135542590133,0.0031217261488463667,0.18023196813642922,0.4123599059243801,0.2904890492733353,0.16588412082052584,0.1354100247852664,0.009717731353705092,0.11944344149107407,0.27456544180691367,0.20060644260324056,0.12789019927998846,0.13921167441319426,0.044542641400395024,0.06271078997268084,0.09615911089889946,0.09693407588601452,0.11067140253666359,0.04686062919159834,0.073479007268792,EO,EO.csv
60,0.004627847016971116,0.04547119274496411,0.045876897199335596,0.007356050549032055,0.14484009927005975,0.18052354373848747,0.06520353879062855,0.1466000989641065,0.15029269411086546,0.15980432517537066,0.23199679666613854,0.17955086343823742,0.024647984517574086,0.14110942585862735,0.14879884795547,0.06474653934732694,0.13749492490489307,0.34764581080927087,0.004287527801054532,0.0034424625690444976,0.009539104494994325,0.015565128259946041,0.12417362925289531,0.014135684769809007,0.0998977899034544,EO,EO.csv
61,0.04626798610323593,0.09488763980398565,0.08981199326043844,0.05578899527957114,0.19613686838266858,0.15525794180383376,0.1271577733923245,0.146315930881479,0.18900334752491962,0.26469565448272914,0.22218993634351347,0.11927257909856664,0.045286571377820765,0.11269917901997153,0.1603278685323667,0.1987425017890252,0.12404459320819057,0.13248709709603992,0.011707006792470243,0.02519604352062049,0.027498460695084076,0.02230069454729564,0.16156194189384576,0.06555487363821952,0.10572396198545093,EO,EO.csv
